999	453	76
1874	1833	76
1586	511	76
1586	1768	76
1576	511	76
1576	1878	76
1323	412	75
1323	1987	75
1120	203	75
80	1377	74
1510	1878	74
203	465	74
1792	511	73
1792	1768	73
453	419	73
1576	1833	73
1522	1899	73
999	827	72
1987	511	72
203	539	72
1874	1669	72
1874	1839	72
1323	511	72
1586	574	72
1878	999	72
412	1768	71
1874	453	71
1440	1258	71
1586	690	71
1586	558	71
1586	1430	71
1576	558	71
1576	574	71
1669	574	71
999	574	70
1899	999	70
1586	827	70
1120	120	70
1576	1510	70
1576	1241	70
1195	1159	69
1195	1377	69
1963	1998	69
999	558	69
999	1430	69
453	1669	69
1120	1878	69
1878	1987	69
419	479	69
1669	155	69
1792	457	68
999	690	68
1987	1430	68
203	1323	68
1258	558	68
1323	1833	68
1323	574	68
1874	558	67
1586	539	67
1120	1241	67
1878	1669	67
465	690	67
1594	1159	66
1792	1430	66
511	1258	66
155	574	66
1323	479	66
419	1440	66
419	1768	66
465	1323	66
1444	1159	65
1444	1377	65
1963	574	65
1987	690	65
1874	1241	65
419	457	65
1669	1440	65
1963	1833	64
1258	1899	64
511	1874	64
120	457	64
1120	165	64
585	999	64
1669	1792	64
1833	999	64
412	1440	63
1258	539	63
1258	827	63
1874	1751	63
465	1440	63
465	453	63
1669	457	63
1258	574	62
1120	574	62
1576	120	62
457	574	62
465	1768	62
574	827	62
1830	1052	61
1830	539	61
1830	1792	61
1830	1258	61
1830	1586	61
1830	465	61
539	1052	61
539	1792	61
80	1981	61
80	1444	61
1792	690	61
999	1768	61
1510	1052	61
1510	1830	61
1510	539	61
1258	1052	61
1258	690	61
217	1899	61
453	1768	61
1586	1052	61
1120	1510	61
1120	827	61
1576	1052	61
1576	1830	61
1576	539	61
1576	1430	61
1576	155	61
1576	827	61
465	1052	61
465	539	61
465	1874	61
165	1792	61
165	999	61
165	1987	61
165	120	61
165	1586	61
1195	1981	60
80	1195	60
1377	246	60
1906	1159	60
1906	1377	60
1987	558	60
1258	1430	60
511	479	60
1874	1878	60
1874	585	60
1874	827	60
120	1430	60
465	511	60
1669	412	60
1833	1586	60
558	1440	59
558	1241	59
1987	827	59
1987	574	59
1323	155	59
1576	690	59
1768	1874	59
1830	479	58
1792	1052	58
203	1052	58
203	1830	58
1874	817	58
1874	574	58
1120	1430	58
1120	155	58
585	511	58
465	457	58
1144	1998	58
1751	574	57
203	1833	57
1874	120	57
155	827	57
1323	690	57
1323	1430	57
1629	278	57
1669	1277	57
1669	827	57
1159	246	56
1306	246	56
1278	1258	56
904	457	56
203	329	56
1258	1874	56
1874	690	56
1874	1430	56
329	1768	56
1323	120	56
1576	165	56
1241	1440	56
165	457	56
1830	1963	55
539	1963	55
539	1768	55
999	1833	55
203	479	55
1430	1241	55
1586	1751	55
1586	1874	55
1120	690	55
465	1430	55
1669	278	55
449	1159	54
449	1377	54
1952	1159	54
1510	412	54
1510	453	54
1586	556	54
1586	1833	54
1120	1768	54
1576	904	54
1878	419	54
585	1440	54
465	1878	54
904	827	53
904	574	53
1258	1839	53
1874	539	53
120	1440	53
1323	558	53
1586	1323	53
713	453	53
457	827	53
1144	585	53
827	1440	53
165	1963	53
165	1258	53
165	1430	53
165	1440	53
1052	479	52
1052	1768	52
1830	999	52
1830	412	52
1830	419	52
1830	1768	52
539	412	52
539	479	52
539	419	52
1906	1306	52
1963	1052	52
1963	827	52
999	1052	52
999	539	52
999	556	52
999	1670	52
412	1052	52
1510	1768	52
558	574	52
1258	1670	52
1874	1052	52
1323	1669	52
1019	558	52
1019	1586	52
1586	1670	52
1120	1052	52
1120	1830	52
1120	539	52
1576	1019	52
1576	1768	52
419	1052	52
585	1586	52
1669	713	52
1669	1629	52
165	511	52
1444	1981	51
1159	1981	51
1377	1981	51
1792	1241	51
1963	511	51
1987	1241	51
1258	1833	51
1874	1670	51
155	1440	51
120	558	51
1323	1839	51
1586	1241	51
1120	2006	51
1144	34	51
1144	999	51
574	1440	51
829	1874	50
1792	1669	50
1792	827	50
1792	574	50
690	457	50
1963	558	50
999	1019	50
1510	690	50
558	827	50
1987	2006	50
511	1963	50
1874	203	50
980	1963	50
1323	827	50
1019	1963	50
1019	1258	50
1019	1440	50
1019	457	50
1120	556	50
1120	1019	50
1120	1833	50
1576	1670	50
1878	827	50
585	1963	50
585	1987	50
1151	217	50
852	999	50
165	690	50
165	1241	50
1830	1987	49
1830	1669	49
539	1669	49
350	1768	49
410	1987	49
1963	1839	49
999	1241	49
1510	574	49
558	457	49
1987	1052	49
1987	539	49
1369	999	49
203	1510	49
1258	1323	49
556	574	49
1874	411	49
120	1963	49
120	1241	49
1241	827	49
1144	1580	49
1669	1052	49
1669	1768	49
999	1323	48
1510	511	48
1899	1963	48
511	1669	48
453	1440	48
1586	155	48
585	1792	48
585	690	48
1669	453	48
1792	980	47
410	329	47
999	980	47
999	1839	47
1510	1833	47
1987	980	47
1258	1751	47
1258	980	47
556	827	47
1874	980	47
1874	1587	47
1430	1440	47
980	690	47
980	419	47
980	457	47
1586	980	47
1576	980	47
585	419	47
465	980	47
1144	1380	47
1830	453	46
1792	558	46
1619	278	46
999	155	46
1510	827	46
558	1839	46
1369	1258	46
203	1669	46
1440	479	46
453	1052	46
453	539	46
1878	511	46
1670	1963	46
419	574	46
465	1576	46
1768	479	46
1894	1258	46
165	419	46
1963	1768	45
412	479	45
1510	155	45
203	1440	45
1258	155	45
1874	1974	45
155	278	45
120	690	45
120	999	45
120	1586	45
120	419	45
1120	904	45
1576	585	45
1576	1839	45
1670	1440	45
585	457	45
47	1258	45
465	1670	45
465	165	45
1768	1987	45
1669	1619	45
1751	1258	44
1792	1629	44
690	1440	44
410	1587	44
999	1629	44
904	1963	44
904	999	44
904	1586	44
1510	1576	44
1987	1751	44
1987	1629	44
1987	1839	44
1430	457	44
1430	1839	44
155	1619	44
980	1440	44
1323	1241	44
1586	1629	44
1576	556	44
1670	690	44
585	980	44
1629	574	44
1241	1839	44
1144	1440	44
165	558	44
1751	999	43
80	1306	43
1792	817	43
1792	1839	43
410	453	43
1963	155	43
999	1751	43
1510	1440	43
1987	1670	43
1369	1963	43
1258	556	43
1258	1241	43
1874	155	43
1440	1839	43
120	827	43
120	1839	43
120	574	43
1767	1258	43
1767	479	43
453	329	43
1019	1792	43
1019	1430	43
1019	1241	43
1120	1839	43
1670	419	43
1670	457	43
457	1839	43
1768	203	43
1669	558	43
1669	1430	43
1894	1899	43
350	1874	42
999	2006	42
904	479	42
904	1440	42
904	1669	42
1987	556	42
1987	120	42
1987	266	42
1369	1792	42
1369	1987	42
1369	1874	42
1369	1586	42
1440	999	42
120	1792	42
1323	1874	42
1323	453	42
1767	1792	42
1767	1586	42
1576	1751	42
1576	1369	42
1878	457	42
1878	574	42
465	266	42
465	1833	42
1669	690	42
1669	1323	42
1669	1833	42
165	1839	42
574	479	42
1751	1963	41
1751	1586	41
1751	827	41
1830	1833	41
1444	1195	41
1444	1306	41
1306	1981	41
1792	1670	41
1963	1241	41
904	1258	41
1510	1751	41
1510	457	41
1369	511	41
155	2006	41
155	556	41
120	479	41
1323	1019	41
1767	1751	41
1767	999	41
1767	1987	41
1767	155	41
1767	1878	41
1767	1629	41
1767	1669	41
1767	827	41
1767	574	41
453	479	41
1019	1987	41
1019	511	41
1019	1839	41
1120	1670	41
1120	585	41
1576	2006	41
419	511	41
585	120	41
457	1241	41
1587	1874	41
827	479	41
794	412	41
794	1874	41
794	419	41
794	852	41
794	1587	41
1894	511	41
1833	479	41
165	1019	41
165	585	41
1195	1306	40
1278	1874	40
904	155	40
412	817	40
412	1833	40
1369	479	40
1369	457	40
1369	1669	40
203	1839	40
1258	411	40
511	1839	40
155	457	40
1440	1874	40
1629	1619	40
1241	479	40
465	120	40
1669	1839	40
1669	1969	40
1906	246	39
1792	1751	39
690	511	39
1278	1963	39
412	1874	39
12	1963	39
12	1440	39
12	1586	39
12	457	39
12	1669	39
1987	1587	39
1874	1830	39
1874	1899	39
1874	306	39
1430	511	39
155	479	39
453	558	39
1586	817	39
306	817	39
1120	1751	39
1576	12	39
1878	1440	39
1670	266	39
47	999	39
1669	1751	39
1669	1287	39
1669	1874	39
1669	1586	39
1269	536	39
794	1987	39
1833	1963	39
1594	1377	38
1751	1874	38
1751	1430	38
690	1241	38
999	266	38
999	1587	38
904	120	38
412	511	38
1510	1430	38
1510	1629	38
12	1792	38
1987	817	38
1369	904	38
1369	155	38
1369	1323	38
1369	827	38
1369	574	38
1874	2006	38
1874	24	38
1874	329	38
1874	165	38
1323	980	38
1323	266	38
1323	585	38
453	1587	38
1586	266	38
1120	980	38
1576	266	38
266	457	38
1670	511	38
419	817	38
419	690	38
419	558	38
419	266	38
465	585	38
465	1241	38
794	1792	38
165	2006	38
165	155	38
165	980	38
165	1323	38
1751	690	37
2006	479	37
1792	1587	37
1792	1976	37
690	574	37
410	1874	37
558	412	37
1987	155	37
1874	1019	37
1430	690	37
1323	1052	37
453	1670	37
453	457	37
1586	1976	37
419	155	37
419	1976	37
47	1963	37
465	827	37
465	574	37
465	1976	37
794	817	37
165	1878	37
1751	479	36
2006	1440	36
690	266	36
1963	1629	36
999	12	36
12	1751	36
12	1258	36
12	511	36
12	1629	36
12	827	36
12	574	36
1987	12	36
1369	1751	36
1369	12	36
1369	1440	36
1369	1878	36
1369	1629	36
203	511	36
1258	1629	36
511	999	36
556	558	36
1874	1629	36
155	1430	36
329	412	36
217	1998	36
1323	556	36
1323	1629	36
1576	1629	36
1878	1052	36
1878	1751	36
1878	539	36
1878	12	36
1878	1629	36
585	1430	36
585	266	36
585	1670	36
1629	457	36
1241	511	36
457	511	36
852	817	36
465	558	36
1876	1952	35
1751	278	35
2006	278	35
1792	1619	35
1792	278	35
1792	266	35
1619	479	35
1619	827	35
1619	574	35
24	1440	35
1963	817	35
1963	24	35
1963	890	35
1963	266	35
999	1619	35
999	24	35
999	278	35
999	890	35
904	556	35
904	1430	35
412	24	35
412	890	35
278	479	35
558	24	35
558	1430	35
558	890	35
1987	1619	35
1987	278	35
1987	329	35
1987	890	35
1987	1833	35
1258	24	35
1258	890	35
1258	266	35
1874	890	35
1874	266	35
155	1751	35
155	120	35
120	278	35
329	817	35
329	419	35
980	266	35
1323	24	35
1323	890	35
1323	1670	35
1767	2006	35
1767	1619	35
1767	278	35
1767	120	35
453	24	35
1019	412	35
1019	890	35
1019	419	35
890	1440	35
1586	1619	35
1586	24	35
1586	278	35
1586	890	35
1120	1619	35
1120	24	35
1120	278	35
1120	1767	35
1120	890	35
1120	1629	35
1576	24	35
1576	278	35
1576	890	35
1878	278	35
1670	24	35
1670	558	35
1670	980	35
419	890	35
419	827	35
1629	479	35
1629	827	35
1241	24	35
457	24	35
457	890	35
465	817	35
1522	511	35
1587	852	35
827	278	35
165	1751	35
165	1619	35
165	278	35
165	479	35
165	1767	35
165	1629	35
165	1669	35
165	827	35
165	574	35
574	278	35
434	558	35
434	1258	35
434	556	35
434	1874	35
434	155	35
434	1586	35
434	1669	35
1876	1159	34
1876	1377	34
1952	1377	34
690	1976	34
410	1792	34
410	817	34
410	24	34
410	412	34
410	1586	34
410	306	34
410	419	34
410	852	34
410	794	34
999	817	34
999	1976	34
904	2006	34
904	558	34
558	1976	34
1987	1874	34
1987	306	34
1987	1976	34
203	817	34
203	306	34
203	1587	34
556	1430	34
1874	904	34
1430	558	34
1430	1976	34
120	1258	34
120	1670	34
120	1976	34
1767	1963	34
1767	511	34
1586	306	34
1586	1587	34
1120	1976	34
266	511	34
419	1241	34
1241	1976	34
1768	329	34
1587	817	34
794	329	34
794	1586	34
794	306	34
165	1976	34
1751	2006	33
1751	1440	33
1830	1878	33
1619	1751	33
1963	1874	33
1510	12	33
558	2006	33
1369	1767	33
203	1878	33
511	1998	33
556	1440	33
1874	1894	33
155	690	33
120	2006	33
980	511	33
1767	12	33
1767	1440	33
1767	457	33
1586	2006	33
1576	1767	33
1878	412	33
1878	120	33
585	1241	33
1629	1751	33
1629	155	33
1629	1440	33
457	2006	33
457	479	33
1587	457	33
1669	2006	33
165	266	33
574	2006	33
895	1287	33
434	1963	33
434	999	33
434	1440	33
434	1323	33
434	457	33
434	827	33
434	574	33
350	1258	32
690	558	32
999	1845	32
999	1522	32
904	1792	32
904	1987	32
1510	904	32
558	479	32
203	24	32
203	410	32
203	852	32
203	794	32
155	1845	32
329	24	32
1323	1751	32
1586	1845	32
266	1440	32
585	412	32
1629	1430	32
1669	120	32
1669	1845	32
794	24	32
1894	1963	32
1833	203	32
430	1159	31
430	1377	31
1792	556	31
1792	1874	31
1963	690	31
1510	120	31
1899	1258	31
1369	120	31
1258	817	31
1258	25	31
511	419	31
556	479	31
556	1669	31
1874	1501	31
1430	1963	31
1430	479	31
155	1669	31
1323	2006	31
453	511	31
1878	1430	31
585	1839	31
1768	1258	31
1522	1874	31
1587	1501	31
1833	1768	31
1792	2006	30
690	1963	30
1278	1144	30
1963	2006	30
1963	1430	30
904	1878	30
272	1987	30
272	266	30
272	1241	30
272	165	30
1135	1963	30
1135	999	30
1135	1258	30
1135	155	30
1135	1440	30
1135	1586	30
1135	457	30
1135	1669	30
1135	827	30
1135	574	30
1510	2001	30
1510	980	30
1510	1241	30
12	2006	30
12	120	30
558	511	30
558	266	30
1369	1430	30
1369	1241	30
1258	2006	30
1258	1587	30
1874	1135	30
1874	1767	30
1430	419	30
120	1987	30
217	841	30
1323	904	30
1323	12	30
453	1430	30
1120	1135	30
1120	12	30
1974	1899	30
1576	1135	30
1878	2006	30
1878	453	30
1878	1768	30
1998	1258	30
1151	1998	30
1144	852	30
1669	869	30
827	2006	30
690	1839	29
410	1179	29
1963	1751	29
1963	411	29
1963	1976	29
999	1501	29
999	465	29
412	1976	29
272	511	29
558	155	29
558	1845	29
1369	165	29
203	350	29
203	1976	29
1258	796	29
1258	852	29
1258	1976	29
511	1369	29
556	1845	29
556	1241	29
1874	25	29
1430	266	29
1430	1670	29
1430	827	29
1501	1440	29
1501	1522	29
155	869	29
120	266	29
217	1522	29
1323	465	29
1323	1976	29
1767	1430	29
1767	419	29
453	1976	29
1586	796	29
1120	1845	29
1120	641	29
1120	266	29
1974	1258	29
1576	796	29
1576	641	29
1576	1976	29
641	690	29
641	999	29
641	558	29
641	1987	29
641	1430	29
641	120	29
641	1323	29
641	1586	29
641	266	29
641	419	29
641	1241	29
641	457	29
641	165	29
1670	1241	29
1670	1839	29
585	558	29
585	852	29
585	1976	29
47	1440	29
1629	690	29
1629	419	29
1241	1963	29
1241	999	29
1241	1586	29
1241	457	29
1151	1942	29
852	1258	29
465	1629	29
465	1839	29
14	999	29
14	1874	29
1144	1894	29
1669	796	29
1467	1522	29
574	1845	29
574	1833	29
1594	246	28
1306	1594	28
1377	1594	28
1377	1306	28
1792	1833	28
690	419	28
410	1258	28
272	1670	28
272	585	28
1510	1670	28
1258	1214	28
1287	713	28
511	1751	28
511	827	28
1874	272	28
1874	1179	28
1874	1467	28
120	412	28
120	453	28
1323	1768	28
453	817	28
453	690	28
453	1019	28
453	306	28
453	1241	28
453	1839	28
1878	690	28
1670	412	28
419	1839	28
419	1833	28
585	1874	28
585	47	28
585	25	28
585	1894	28
47	1501	28
47	1587	28
457	1522	28
852	1792	28
852	25	28
465	155	28
465	306	28
1522	1440	28
14	1987	28
14	329	28
14	1586	28
14	852	28
794	1179	28
794	453	28
1894	1501	28
1751	457	27
1792	120	27
1792	306	27
796	1963	27
796	412	27
1619	2006	27
1619	1440	27
1963	1619	27
1963	278	27
1963	1501	27
1963	217	27
1963	25	27
1963	1522	27
999	796	27
999	120	27
999	1894	27
904	1751	27
904	278	27
1743	817	27
412	1839	27
272	690	27
272	1963	27
272	999	27
272	1258	27
272	1430	27
272	1501	27
272	1440	27
272	217	27
272	457	27
272	852	27
272	25	27
272	1522	27
272	1587	27
272	1894	27
272	1839	27
272	1467	27
278	1440	27
1510	2006	27
1510	165	27
12	1619	27
12	278	27
12	479	27
12	1430	27
1987	465	27
1369	2006	27
1369	1619	27
1369	278	27
1369	1120	27
1258	1619	27
1258	278	27
1258	1962	27
1258	120	27
1258	1522	27
511	2006	27
511	1619	27
511	278	27
511	120	27
511	1629	27
511	457	27
511	1833	27
511	574	27
1874	350	27
1874	1619	27
1874	278	27
1874	217	27
1874	47	27
1874	1522	27
1501	217	27
1501	457	27
1501	25	27
1962	1963	27
217	511	27
217	1440	27
217	457	27
217	25	27
1323	1619	27
1323	278	27
1323	1767	27
1323	1845	27
1323	1878	27
1845	827	27
1586	1073	27
1586	1179	27
1586	1962	27
1586	120	27
306	412	27
1120	796	27
1576	1619	27
1576	1962	27
1576	1845	27
1576	1120	27
1878	1619	27
266	1241	27
585	1501	27
585	217	27
585	1522	27
585	1587	27
585	1467	27
47	457	27
47	1522	27
47	1894	27
47	1467	27
1629	2006	27
1241	1670	27
1241	1669	27
457	278	27
852	1963	27
852	1501	27
852	1440	27
852	217	27
852	457	27
852	1522	27
852	1587	27
852	1894	27
852	1467	27
25	1440	27
25	457	27
25	1522	27
465	1751	27
465	852	27
1587	1440	27
1587	217	27
1587	25	27
1587	1768	27
1587	1522	27
14	1963	27
14	272	27
14	1258	27
14	1501	27
14	1440	27
14	217	27
14	585	27
14	457	27
14	25	27
14	1522	27
14	1587	27
14	1894	27
14	1467	27
1669	2027	27
1669	691	27
794	999	27
1894	1440	27
1894	217	27
1894	457	27
1894	25	27
1894	1522	27
1894	1587	27
1467	1440	27
1467	457	27
1467	25	27
165	904	27
165	12	27
165	1670	27
1594	1306	26
1751	1241	26
350	203	26
1906	1594	26
829	1258	26
1792	24	26
1792	1743	26
1792	1434	26
1792	1179	26
1792	1501	26
1792	329	26
1792	217	26
1792	890	26
1792	25	26
1792	1522	26
1792	1467	26
817	24	26
817	1434	26
817	1179	26
817	1440	26
817	217	26
817	890	26
817	266	26
817	1241	26
817	457	26
817	25	26
817	1522	26
817	1839	26
817	1467	26
817	1976	26
690	817	26
690	24	26
690	1743	26
690	412	26
690	1434	26
690	1179	26
690	479	26
690	1501	26
690	329	26
690	217	26
690	890	26
690	25	26
690	1522	26
690	827	26
690	1467	26
24	1179	26
24	1839	26
24	1976	26
410	690	26
410	1963	26
410	999	26
410	1743	26
410	272	26
410	1434	26
410	558	26
410	1430	26
410	1501	26
410	1440	26
410	120	26
410	217	26
410	980	26
410	1323	26
410	1019	26
410	890	26
410	266	26
410	1670	26
410	585	26
410	47	26
410	1241	26
410	457	26
410	25	26
410	1522	26
410	1894	26
410	1839	26
410	1467	26
410	165	26
410	1976	26
1963	1434	26
1963	1179	26
1963	1467	26
999	1743	26
999	1434	26
999	1179	26
999	329	26
999	217	26
999	306	26
999	25	26
999	1467	26
536	999	26
904	511	26
904	1670	26
1743	24	26
1743	1963	26
1743	412	26
1743	1434	26
1743	558	26
1743	1179	26
1743	1501	26
1743	1440	26
1743	329	26
1743	217	26
1743	890	26
1743	266	26
1743	419	26
1743	1241	26
1743	457	26
1743	25	26
1743	1522	26
1743	1839	26
1743	1467	26
1743	1976	26
412	1434	26
412	1179	26
412	1501	26
412	217	26
412	266	26
412	1241	26
412	457	26
412	25	26
412	1522	26
412	1467	26
272	1792	26
272	817	26
272	24	26
272	1743	26
272	412	26
272	1434	26
272	558	26
272	1179	26
272	120	26
272	329	26
272	980	26
272	1323	26
272	453	26
272	1019	26
272	890	26
272	1586	26
272	306	26
272	419	26
272	47	26
272	1976	26
1434	24	26
1434	1179	26
1434	1440	26
1434	217	26
1434	890	26
1434	1241	26
1434	457	26
1434	25	26
1434	1522	26
1434	1839	26
1434	1467	26
1434	1976	26
1510	1767	26
558	817	26
558	1434	26
558	1179	26
558	1501	26
558	217	26
558	25	26
558	1522	26
558	1467	26
1987	24	26
1987	1743	26
1987	1434	26
1987	1179	26
1987	1501	26
1987	217	26
1987	1323	26
1987	25	26
1987	1522	26
1987	1894	26
1987	1467	26
691	1287	26
1179	1839	26
203	690	26
203	1743	26
203	1434	26
203	558	26
203	1179	26
203	1430	26
203	1501	26
203	120	26
203	217	26
203	980	26
203	1019	26
203	890	26
203	266	26
203	1670	26
203	1241	26
203	457	26
203	25	26
203	1522	26
203	1894	26
203	1467	26
1258	1743	26
1258	1434	26
1258	1179	26
1258	1501	26
1258	329	26
1258	217	26
1258	306	26
1258	1467	26
556	457	26
1874	1743	26
1874	1434	26
1874	1976	26
1430	817	26
1430	24	26
1430	1743	26
1430	412	26
1430	1434	26
1430	1179	26
1430	1501	26
1430	329	26
1430	217	26
1430	980	26
1430	890	26
1430	306	26
1430	25	26
1430	1522	26
1430	1467	26
1501	817	26
1501	24	26
1501	1434	26
1501	1179	26
1501	511	26
1501	890	26
1501	266	26
1501	1241	26
1501	1839	26
1501	1467	26
1501	1976	26
1440	1179	26
120	817	26
120	24	26
120	1743	26
120	1434	26
120	1179	26
120	511	26
120	1501	26
120	329	26
120	217	26
120	980	26
120	1019	26
120	890	26
120	306	26
120	25	26
120	1522	26
120	1587	26
120	1894	26
120	1467	26
329	1963	26
329	1434	26
329	558	26
329	1179	26
329	1501	26
329	1440	26
329	217	26
329	890	26
329	266	26
329	1241	26
329	457	26
329	25	26
329	1522	26
329	1839	26
329	1467	26
329	1976	26
217	24	26
217	1179	26
217	890	26
217	1241	26
217	1839	26
217	1467	26
217	1976	26
980	817	26
980	24	26
980	1743	26
980	412	26
980	1434	26
980	558	26
980	1179	26
980	1501	26
980	329	26
980	217	26
980	890	26
980	306	26
980	1241	26
980	25	26
980	1522	26
980	1839	26
980	1467	26
980	1976	26
1323	817	26
1323	1743	26
1323	1434	26
1323	1179	26
1323	1501	26
1323	329	26
1323	217	26
1323	306	26
1323	47	26
1323	852	26
1323	25	26
1323	1522	26
1323	1587	26
1323	1894	26
1323	1467	26
1767	690	26
453	1743	26
453	1434	26
453	1179	26
453	1501	26
453	217	26
453	980	26
453	890	26
453	266	26
453	25	26
453	1522	26
453	1894	26
453	1467	26
1019	817	26
1019	690	26
1019	24	26
1019	1743	26
1019	1434	26
1019	1179	26
1019	556	26
1019	1501	26
1019	329	26
1019	217	26
1019	980	26
1019	306	26
1019	266	26
1019	1670	26
1019	25	26
1019	1522	26
1019	1587	26
1019	1669	26
1019	1894	26
1019	1467	26
1019	1976	26
411	999	26
890	24	26
890	1179	26
890	1241	26
890	1839	26
890	1976	26
1586	1743	26
1586	1434	26
1586	1501	26
1586	329	26
1586	217	26
1586	25	26
1586	1522	26
1586	1467	26
306	690	26
306	24	26
306	1963	26
306	1743	26
306	1434	26
306	558	26
306	1179	26
306	1501	26
306	1440	26
306	329	26
306	217	26
306	890	26
306	266	26
306	419	26
306	1241	26
306	457	26
306	25	26
306	1522	26
306	1839	26
306	1467	26
306	1976	26
1120	817	26
1120	410	26
1120	1743	26
1120	272	26
1120	1434	26
1120	1179	26
1120	1501	26
1120	329	26
1120	217	26
1120	306	26
1120	47	26
1120	852	26
1120	25	26
1120	1522	26
1120	1587	26
1120	14	26
1120	794	26
1120	1894	26
1120	1467	26
1576	817	26
1576	410	26
1576	1743	26
1576	272	26
1576	1434	26
1576	1179	26
1576	1501	26
1576	329	26
1576	217	26
1576	306	26
1576	47	26
1576	852	26
1576	25	26
1576	1522	26
1576	1587	26
1576	794	26
1576	1894	26
1576	1467	26
641	1792	26
641	817	26
641	24	26
641	410	26
641	1963	26
641	1743	26
641	412	26
641	272	26
641	1434	26
641	1179	26
641	1258	26
641	1874	26
641	1501	26
641	1440	26
641	329	26
641	217	26
641	980	26
641	453	26
641	1019	26
641	890	26
641	306	26
641	1670	26
641	585	26
641	47	26
641	852	26
641	25	26
641	1522	26
641	1587	26
641	794	26
641	1894	26
641	1839	26
641	1467	26
641	1976	26
266	24	26
266	1434	26
266	1179	26
266	217	26
266	890	26
266	25	26
266	1522	26
266	1839	26
266	1467	26
266	1976	26
1670	817	26
1670	1743	26
1670	1434	26
1670	1179	26
1670	1501	26
1670	329	26
1670	217	26
1670	890	26
1670	306	26
1670	25	26
1670	1522	26
1670	1467	26
1670	574	26
1670	1976	26
419	1792	26
419	24	26
419	1434	26
419	1179	26
419	1501	26
419	217	26
419	25	26
419	1522	26
419	1467	26
585	817	26
585	24	26
585	1743	26
585	1434	26
585	1179	26
585	329	26
585	453	26
585	1019	26
585	890	26
585	306	26
47	1792	26
47	817	26
47	690	26
47	24	26
47	1743	26
47	412	26
47	1434	26
47	558	26
47	1987	26
47	1179	26
47	1430	26
47	120	26
47	329	26
47	217	26
47	980	26
47	453	26
47	1019	26
47	890	26
47	1586	26
47	306	26
47	266	26
47	1670	26
47	419	26
47	1241	26
47	25	26
47	1839	26
47	1976	26
1241	1179	26
1241	1258	26
1241	574	26
457	1179	26
457	1976	26
852	690	26
852	24	26
852	1743	26
852	412	26
852	1434	26
852	558	26
852	1987	26
852	1179	26
852	1430	26
852	120	26
852	329	26
852	980	26
852	453	26
852	1019	26
852	890	26
852	1586	26
852	306	26
852	266	26
852	1670	26
852	419	26
852	47	26
852	1241	26
852	1839	26
852	1976	26
25	24	26
25	1179	26
25	890	26
25	1241	26
25	1839	26
25	1976	26
465	24	26
465	410	26
465	1743	26
465	272	26
